segment_no,segment_title_ar,segment_title_en,etimad_code,product_name_ar,product_name_en,product_desc_ar,product_desc_en,effective_date,notes,sector
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0207,لوراتادين و سودوإيفدرين,"LORATADINE, PSEUDOEPHEDRINE",الشكل الصيدلاني (شراب) ، تركيز (1 / 12 ملجم/مل) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (Syrup), Concentration (1/12mg/ml), Route of admin (Oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0208,لوسارتان بوتاسيوم,LOSARTAN POTASSIUM,الشكل الصيدلاني (أقراص) ، تركيز (50 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (50 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0209,لوراسيدون ,LURASIDONE,الشكل الصيدلاني (أقراص) ، تركيز (20 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (20 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0210,لوراسيدون ,LURASIDONE,الشكل الصيدلاني (أقراص) ، تركيز (40 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0211,لوراسيدون ,LURASIDONE,الشكل الصيدلاني (أقراص) ، تركيز (80 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (80 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0212,ميتفورمين هيدروكلورايد,METFORMIN HYDROCHLORIDE,الشكل الصيدلاني (أقراص ممتدة التحرر) ، تركيز (750 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablet extended release), concentration (750 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0213,ميترونيدازول,METRONIDAZOLE,الشكل الصيدلاني (معلق) ، تركيز (25  ملجم/مل) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (Oral suspension), concentration (25 mg/ml), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0214,ميرتازابين,MIRTAZAPINE,الشكل الصيدلاني (أقراص) ، تركيز (15 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (15 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0215,موميتازون و ميكونازول,"MOMETASONE FUROATE, MICONAZOLE",الشكل الصيدلاني (كريم) ، تركيز (0.1 / 2 %) ، طريقة الاستعمال (موضعي),"Dosage form (cream), concentration (0.1%/2%), Route of admin (topical)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0216, موميتازون وحمض الساليسيليك,"MOMETASONE FUROATE, SALICYLIC ACID",الشكل الصيدلاني (كريم) ، تركيز (0.1 / 5 %) ، طريقة الاستعمال (موضعي),"Dosage form (cream), concentration (0.1%/5%), Route of admin (topical)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0217,مونتيلوكاست,MONTELUKAST,الشكل الصيدلاني (حبيبات) ، تركيز (4 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (Granules), concentration (4 mg), Route of admin (topical)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0218,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات,"OLMESARTAN MEDOXOMIL , AMLODIPINE BESILATE	",الشكل الصيدلاني (أقراص) ، تركيز (20 / 5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (20 mg / 5 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0219,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات,"OLMESARTAN MEDOXOMIL , AMLODIPINE BESILATE	",الشكل الصيدلاني (أقراص) ، تركيز (20 / 10ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (20 mg /10 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0220,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات,"OLMESARTAN MEDOXOMIL , AMLODIPINE BESILATE	",الشكل الصيدلاني (أقراص) ، تركيز (40 / 5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg /5mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0221,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات,"OLMESARTAN MEDOXOMIL , AMLODIPINE BESILATE	",الشكل الصيدلاني (أقراص) ، تركيز (40 / 10 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg /10mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0222,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات و هيدروكلوروثيزايد ,"OLMESARTAN MEDOXOMIL, AMLODIPIN BESILATE, HYDROCHLOROTHIAZIDE",الشكل الصيدلاني (أقراص) ، تركيز (20 / 5 / 12.5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (20 mg / 5 mg / 12.5 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0223,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات و هيدروكلوروثيزايد ,"OLMESARTAN MEDOXOMIL, AMLODIPIN BESILATE, HYDROCHLOROTHIAZIDE",الشكل الصيدلاني (أقراص) ، تركيز (40 / 5 / 12.5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg /5 mg /12.5 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0224,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات و هيدروكلوروثيزايد ,"OLMESARTAN MEDOXOMIL, AMLODIPIN BESILATE, HYDROCHLOROTHIAZIDE",الشكل الصيدلاني (أقراص) ، تركيز (40 / 5 / 25 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg / 5 mg / 25 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0225,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات و هيدروكلوروثيزايد ,"OLMESARTAN MEDOXOMIL, AMLODIPIN BESILATE, HYDROCHLOROTHIAZIDE",الشكل الصيدلاني (أقراص) ، تركيز (40 / 10 / 12.5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg /10 mg /12.5 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0226,أولمیسارتان میدوكسومیل و أملودیبین بيسيلات و هيدروكلوروثيزايد ,"OLMESARTAN MEDOXOMIL, AMLODIPIN BESILATE, HYDROCHLOROTHIAZIDE",الشكل الصيدلاني (أقراص) ، تركيز (40 / 10 / 25 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg / 10 mg / 25 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0227,باروكسيتين هايروكلورايد,PAROXETINE HYDROCHLORIDE,الشكل الصيدلاني (أقراص) ، تركيز (30 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (30 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0228,باروكسيتين هايروكلورايد,PAROXETINE HYDROCHLORIDE,الشكل الصيدلاني (أقراص) ، تركيز (40 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0229,بايوغليتازون,PIOGLITAZONE,الشكل الصيدلاني (أقراص) ، تركيز (15 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (15 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0230,بايوغليتازون,PIOGLITAZONE,الشكل الصيدلاني (أقراص) ، تركيز (30 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (30 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0231,بايوغليتازون و ميتفورمين,"PIOGLITAZONE , METFORMIN",الشكل الصيدلاني (أقراص) ، تركيز (15 / 500 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (15 mg / 500 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0232,بايوغليتازون و ميتفورمين,"PIOGLITAZONE , METFORMIN",الشكل الصيدلاني (أقراص) ، تركيز (15 / 850 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (15 mg / 850 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0233,بريدنيزولون,PREDNISOLONE,الشكل الصيدلاني (شراب) ، تركيز (3 ملجم/مل) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (Syrup), Concentration (3mg/ml), Route of admin (Oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0234,بريدنيزولون,PREDNISOLONE,الشكل الصيدلاني (شراب) ، تركيز (1 ملجم/مل) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (Syrup), Concentration (1mg/ml), Route of admin (Oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0235,كيوتيابن,QUETIAPINE,الشكل الصيدلاني (أقراص) ، تركيز (100 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (100 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0236,كيوتيابن,QUETIAPINE,الشكل الصيدلاني (أقراص) ، تركيز (25ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration 25 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0237,كيوتيابن,QUETIAPINE,"الشكل الصيدلاني (أقراص ممتدة التحرر ), التركيز (400 ملجم), طريقة الإستعمال (عن طريق الفم)","Dosage form (tablet extended release), concentration (400 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0238,كيوتيابن,QUETIAPINE,"الشكل الصيدلاني (أقراص ممتدة التحرر ), التركيز (50 ملجم), طريقة الإستعمال (عن طريق الفم)","Dosage form (tablet extended release), concentration (50 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0239,ريفاروكسابان ,RIVAROXABAN,الشكل الصيدلاني (أقراص) ، تركيز (10 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (10 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0240,ريفاروكسابان ,RIVAROXABAN,الشكل الصيدلاني (أقراص) ، تركيز (15 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (15 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0241,ريفاروكسابان ,RIVAROXABAN,الشكل الصيدلاني (أقراص) ، تركيز (20 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (20 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0242,روزوفاستاتين ,ROSUVASTATIN,الشكل الصيدلاني (أقراص) ، تركيز (5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (5 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0243,روزوفاستاتين ,ROSUVASTATIN,الشكل الصيدلاني (أقراص) ، تركيز (40 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0244,سيرترالين,SERTRALINE,الشكل الصيدلاني (أقراص) ، تركيز (50 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (50 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0245,صوديوم فيوسيديت,SODIUM FUSIDATE,الشكل الصيدلاني (مرهم) ، تركيز(2 %) ، طريقة الاستعمال (موضعي),"Dosage form (Ointment), Concentration (%2), Route of admin (Topical)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0246,سلفاميثوكسازول و تراي ميثوبريم ,"SULFAMETHOXAZOLE, TRIMETHOPRIM",الشكل الصيدلاني (شراب) ، تركيز (40 / 8 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (Syrup), Concentration (40/8 mg/ml), Route of admin (Oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0247,سلفاميثوكسازول و تراي ميثوبريم ,"SULFAMETHOXAZOLE, TRIMETHOPRIM",الشكل الصيدلاني (أقراص) ، تركيز (800 / 160 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (800 mg/ 160 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0248,سوماتريـﭙـتان,SUMATRIPTAN,الشكل الصيدلاني (أقراص) ، تركيز (100 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (100 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0249,تامسولوسين هايدروكلورايد,TAMSULOSIN HYDROCHLORIDE,"الشكل الصيدلاني (أقراص ممتدة التحرر ), التركيز (0.4 ملجم), طريقة الإستعمال (عن طريق الفم)","Dosage form (tablet extended release), concentration (0.4 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0250,تيمولول ماليات,TIMOLOL MALEATE,الشكل الصيدلاني (قطرة العين) ، تركيز(0.5 %) ، طريقة الاستعمال (موضعي),"Dosage form (Eye drops), concentration (0.5%), method of use (Opthalmic)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0251,ترتينوين,TRETINOIN,الشكل الصيدلاني (كريم) ، تركيز (0.05%) ، طريقة الاستعمال(موضعي),"Dosage form (cream), concentration (0.05%), Route of admin (topical)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0252,ترايبينوسيد و ليدوكايين,"TRIBENOSIDE, LIDOCAINE",الشكل الصيدلاني (كريم) ، تركيز (5 / 2 %) ، طريقة الاستعمال(موضعي),"Dosage form (cream), concentration (2%/5%), Route of admin (topical)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0253,فالسارتان ,VALSARTAN,الشكل الصيدلاني (أقراص) ، تركيز (40 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (40 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0254,فالسارتان و هيدروكلوروثيزايد ,"VALSARTAN, HYDROCHLOROTHIAZIDE",الشكل الصيدلاني (أقراص) ، تركيز (80 / 12.5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (80 mg / 12.5 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0255,فالسارتان و هيدروكلوروثيزايد ,"VALSARTAN, HYDROCHLOROTHIAZIDE",الشكل الصيدلاني (أقراص) ، تركيز (320 / 12.5 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (320 mg / 12.5 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0256,زولبديم,ZOLPIDEM,الشكل الصيدلاني (أقراص) ، تركيز (10 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (10 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0257, براليدوكسيم كلوريد,PRALIDOXIME CHLORIDE ,الشكل الصيدلاني (بودرة) ، تركيز (1 جرام) ، طريقة الاستعمال(الحقن الوريدي),"Dosage form (Powder for injection), concentration (1 g), method of use (Intravenous)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0258,تايروفيبان ,TIROFIBAN,الشكل الصيدلاني (محلول وريدي) ، تركيز (0.25 ملجم/  مل) ، طريقة الاستعمال(الحقن الوريدي),"Dosage form (Concentrate for solution for infusion), concentration (0.25 mg/  mL), method of use (Intravenous)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0259,تينوفوڤير / ايمتريسيتابين ,TENOFOVIR/EMTRICITABINE ,الشكل الصيدلاني (أقراص) ، تركيز (300 / 200 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (300 mg/ 200 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0260,لينزوليد ,Linezolid,الشكل الصيدلاني (أقراص) ، تركيز (600 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (600 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0261,إنوكسابارين صوديوم,Enoxaparin Sodium ,الشكل الصيدلاني (المحاقن المعبّأة مسبقًا) ، تركيز (2000 وحدة دولية) ، طريقة الاستعمال(الحقن تحت الجلد),"Dosage form (Pre-filled syringe), concentration (2000 IU), method of use (Subcutaneous)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0262,إنوكسابارين صوديوم ,Enoxaparin Sodium ,الشكل الصيدلاني (المحاقن المعبّأة مسبقًا) ، تركيز (4000 وحدة دولية) ، طريقة الاستعمال(الحقن تحت الجلد),"Dosage form (Pre-filled syringe), concentration 4000 IU), method of use (Subcutaneous)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0263,إنوكسابارين صوديوم ,Enoxaparin Sodium ,الشكل الصيدلاني (المحاقن المعبّأة مسبقًا) ، تركيز (6000 وحدة دولية) ، طريقة الاستعمال(الحقن تحت الجلد),"Dosage form (Pre-filled syringe), concentration (6000 IU), method of use (Subcutaneous)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0264,إنوكسابارين صوديوم ,Enoxaparin Sodium ,الشكل الصيدلاني (المحاقن المعبّأة مسبقًا) ، تركيز (8000 وحدة دولية) ، طريقة الاستعمال(الحقن تحت الجلد),"Dosage form (Pre-filled syringe), concentration (8000 IU), method of use (Subcutaneous)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0265,يوديد البوتاسيوم,Potassium iodide ,الشكل الصيدلاني (أقراص) ، تركيز (65 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (65 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0266,يوديد البوتاسيوم,Potassium iodide ,الشكل الصيدلاني (أقراص) ، تركيز (130 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (130 mg), method of use (oral)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0267,دوبيوتامين هيدروكلوريد,Dobutamine HCl,الشكل الصيدلاني (محلول وريدي) ، تركيز (12.5 ملجم/ مل) ، طريقة الاستعمال(الحقن الوريدي),"Dosage form (Concentrate for solution for infusion), concentration (12.5 mg / mL), method of use (Intravenous)",2023-09-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0268,كوليستيميثيت صوديوم ( كوليستين),COLISTIMETHATE SODIUM (COLISTIN),الشكل الصيدلاني (بودرة) ، تركيز (1 مليون وحدة دولية) ، طريقة الاستعمال(الحقن الوريدي),"Dosage form (Powder for injection / infusion ), concentration (1million IU), method of use (Intravenous)",2023-10-30,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0269,إﯾﺰﯾﺘﯿﻤﺎﯾﺐ ,EZETIMIBE,الشكل الصيدلاني (أقراص) ، تركيز (10 ملجم) ، طريقة الاستعمال(عن طريق الفم),"Dosage form (tablets), concentration (10 Mg), method of use (oral)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0270,نورابينيفرين , NOREPINEPHRINE BITARTRATE 1MG/ML,الشكل الصيدلاني (محلول وريدي) ، تركيز (1 ملجم/ مل) ، طريقة الاستعمال (الحقن الوريدي),"Dosage form (Solution for injection), concentration (1mg/ml) method of use (Intravenous)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0271,أدرينالين ,ADRENALINE ACID TARTRATE 1MG/ML,الشكل الصيدلاني (محلول وريدي) ، تركيز (1ملجم/مل) ، طريقة الاستعمال (الحقن الوريدي),"Dosage form (Solution for injection), concentration (1mg/ml), method of use (Intravenous)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0272,مصل مضاد لسم العقرب,ANTIVENOM IMMUNOGLOBULIN (AGAINST SCORPION VENOM),الشكل الصيدلاني (محلول وريدي) ، تركيز (1 مل) ، طريقة الاستعمال (الحقن الوريدي),"Dosage form (Solution for injection), concentration (1 ml), method of use (Intravenous)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0273,مصل مضاد لسم الثعبان,ANTIVENUM IMMUNOGLOBULIN AGAINST SIX TYPES OF SNAKES ,الشكل الصيدلاني (محلول وريدي) ، تركيز (10 مل) ، طريقة الاستعمال (الحقن الوريدي),"Dosage form (Solution for injection), concentration (10 ml), method of use (Intravenous)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0274,دوكسيسايكلين,DOXYCYCLINE 100 MG,الشكل الصيدلاني (كبسولة) ، تركيز (100 ملجم) ، طريقة الاستعمال (عن طريق الفم),"Dosage form (Capsule), concentration (100mg) method of use (Oral)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0275, فلوتيكازون,FLUTICASONE 0.05 MG,الشكل الصيدلاني (بخاخ أنف) ، تركيز (0.05% ) ، طريقة الاستعمال (عن طريق الانف),"Dosage form (Nasal Sapry), concentration (0.05%), method of use (Nasal)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0276,لاميفودين ,LAMIVUDINE 100 MG,الشكل الصيدلاني (اقراص) ، تركيز (100 ملجم) ، طريقة الاستعمال (عن طريق الفم),"Dosage form (Tablet), concentration (100mg) method of use (Oral)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0277,لاميفودين ,LAMIVUDINE 150 MG,الشكل الصيدلاني (اقراص) ، تركيز (150 ملجم) ، طريقة الاستعمال (عن طريق الفم),"Dosage form (Tablet), concentration (150mg) method of use (Oral)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0278,لاميفودين ,LAMIVUDINE 300 MG,الشكل الصيدلاني (اقراص) ، تركيز (300 ملجم) ، طريقة الاستعمال (عن طريق الفم),"Dosage form (Tablet), concentration (300mg) method of use (Oral)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0279,فینیل أفرین,PHENYLEPHRINE HYDROCHLORIDE 10%,الشكل الصيدلاني (قطرة للعين) ، تركيز (10%) ، طريقة الاستعمال (عن طريق العين),"Dosage form (Opthalmic/Solution Drops), concentration (10%) method of use (Opthalmic)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0280,كلوريد البوتاسيوم,POTASSIUM CHLORIDE 10 MEQ,الشكل الصيدلاني (محلول وريدي) ، تركيز (10 ميق) ، طريقة الاستعمال (الحقن الوريدي),"Dosage form (Solution for injection), concentration (10 Meq) method of use (Intravenous)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0281,كلوريد البوتاسيوم,POTASSIUM CHLORIDE 20 MEQ,الشكل الصيدلاني (محلول وريدي) ، تركيز (20 ميق) ، طريقة الاستعمال (الحقن الوريدي),"Dosage form (Solution for injection), concentration (20 meq) method of use (Intravenous)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0282,سالبيوتامول,SALBUTAMOL 2mg/5ml,الشكل الصيدلاني (شراب) ، تركيز (2 ملجم/5مل) ، طريقة الاستعمال (عن طريق الفم),"Dosage form (Syrup), concentration (2mg/5ml), method of use (Oral)",2024-06-01,,الأدوية و المستحضرات الطبية
9999,الأدوية و المستحضرات الطبية,Pharmaceutical,0283,تاکرولیموس ,TACROLIMUS 0.03% ,الشكل الصيدلاني (مرهم) ، تركيز (0.03%) ، طريقة الاستعمال (موضعي),"Dosage form (Ointment), concentration (0.03%), method of use (Topical)",2024-06-01,,الأدوية و المستحضرات الطبية
